"ABS","Àmbit","Indicador","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Abrera","Demogràfic","Població assignada de 0-14 anys (n)",1042,944,1986,563490,531360,1094850
"Abrera","Demogràfic","Població assignada de 15-54 anys (n)",3487,3227,6714,2090135,2009939,4100074
"Abrera","Demogràfic","Població assignada de 55-64 anys (n)",726,681,1407,485653,501618,987271
"Abrera","Demogràfic","Població assignada de 65 anys o més (n)",902,1097,1999,631736,839322,1471058
"Abrera","Demogràfic","Població assignada total (n)",6157,5949,12106,3771014,3882239,7653253
"Agramunt","Demogràfic","Població assignada de 0-14 anys (n)",466,487,953,563490,531360,1094850
"Agramunt","Demogràfic","Població assignada de 15-54 anys (n)",1721,1507,3228,2090135,2009939,4100074
"Agramunt","Demogràfic","Població assignada de 55-64 anys (n)",493,421,914,485653,501618,987271
"Agramunt","Demogràfic","Població assignada de 65 anys o més (n)",637,767,1404,631736,839322,1471058
"Agramunt","Demogràfic","Població assignada total (n)",3317,3182,6499,3771014,3882239,7653253
"Alcarràs","Demogràfic","Població assignada de 0-14 anys (n)",1215,1112,2327,563490,531360,1094850
"Alcarràs","Demogràfic","Població assignada de 15-54 anys (n)",4426,3745,8171,2090135,2009939,4100074
"Alcarràs","Demogràfic","Població assignada de 55-64 anys (n)",943,735,1678,485653,501618,987271
"Alcarràs","Demogràfic","Població assignada de 65 anys o més (n)",946,1189,2135,631736,839322,1471058
"Alcarràs","Demogràfic","Població assignada total (n)",7530,6781,14311,3771014,3882239,7653253
"Alfarràs - Almenar","Demogràfic","Població assignada de 0-14 anys (n)",620,581,1201,563490,531360,1094850
"Alfarràs - Almenar","Demogràfic","Població assignada de 15-54 anys (n)",2728,2017,4745,2090135,2009939,4100074
"Alfarràs - Almenar","Demogràfic","Població assignada de 55-64 anys (n)",703,606,1309,485653,501618,987271
"Alfarràs - Almenar","Demogràfic","Població assignada de 65 anys o més (n)",1024,1233,2257,631736,839322,1471058
"Alfarràs - Almenar","Demogràfic","Població assignada total (n)",5075,4437,9512,3771014,3882239,7653253
"Almacelles","Demogràfic","Població assignada de 0-14 anys (n)",631,594,1225,563490,531360,1094850
"Almacelles","Demogràfic","Població assignada de 15-54 anys (n)",2550,2024,4574,2090135,2009939,4100074
"Almacelles","Demogràfic","Població assignada de 55-64 anys (n)",670,538,1208,485653,501618,987271
"Almacelles","Demogràfic","Població assignada de 65 anys o més (n)",848,1029,1877,631736,839322,1471058
"Almacelles","Demogràfic","Població assignada total (n)",4699,4185,8884,3771014,3882239,7653253
"Alt Berguedà","Demogràfic","Població assignada de 0-14 anys (n)",297,331,628,563490,531360,1094850
"Alt Berguedà","Demogràfic","Població assignada de 15-54 anys (n)",1072,906,1978,2090135,2009939,4100074
"Alt Berguedà","Demogràfic","Població assignada de 55-64 anys (n)",433,420,853,485653,501618,987271
"Alt Berguedà","Demogràfic","Població assignada de 65 anys o més (n)",638,781,1419,631736,839322,1471058
"Alt Berguedà","Demogràfic","Població assignada total (n)",2440,2438,4878,3771014,3882239,7653253
"Alt Camp Est","Demogràfic","Població assignada de 0-14 anys (n)",833,761,1594,563490,531360,1094850
"Alt Camp Est","Demogràfic","Població assignada de 15-54 anys (n)",3057,2614,5671,2090135,2009939,4100074
"Alt Camp Est","Demogràfic","Població assignada de 55-64 anys (n)",823,742,1565,485653,501618,987271
"Alt Camp Est","Demogràfic","Població assignada de 65 anys o més (n)",1166,1280,2446,631736,839322,1471058
"Alt Camp Est","Demogràfic","Població assignada total (n)",5879,5397,11276,3771014,3882239,7653253
"Alt Camp Oest","Demogràfic","Població assignada de 0-14 anys (n)",478,509,987,563490,531360,1094850
"Alt Camp Oest","Demogràfic","Població assignada de 15-54 anys (n)",1746,1592,3338,2090135,2009939,4100074
"Alt Camp Oest","Demogràfic","Població assignada de 55-64 anys (n)",463,424,887,485653,501618,987271
"Alt Camp Oest","Demogràfic","Població assignada de 65 anys o més (n)",558,643,1201,631736,839322,1471058
"Alt Camp Oest","Demogràfic","Població assignada total (n)",3245,3168,6413,3771014,3882239,7653253
"Alt Mogent","Demogràfic","Població assignada de 0-14 anys (n)",1534,1456,2990,563490,531360,1094850
"Alt Mogent","Demogràfic","Població assignada de 15-54 anys (n)",5511,5360,10871,2090135,2009939,4100074
"Alt Mogent","Demogràfic","Població assignada de 55-64 anys (n)",1420,1344,2764,485653,501618,987271
"Alt Mogent","Demogràfic","Població assignada de 65 anys o més (n)",1533,1986,3519,631736,839322,1471058
"Alt Mogent","Demogràfic","Població assignada total (n)",9998,10146,20144,3771014,3882239,7653253
"Alt Urgell Sud","Demogràfic","Població assignada de 0-14 anys (n)",216,209,425,563490,531360,1094850
"Alt Urgell Sud","Demogràfic","Població assignada de 15-54 anys (n)",885,759,1644,2090135,2009939,4100074
"Alt Urgell Sud","Demogràfic","Població assignada de 55-64 anys (n)",277,298,575,485653,501618,987271
"Alt Urgell Sud","Demogràfic","Població assignada de 65 anys o més (n)",508,592,1100,631736,839322,1471058
"Alt Urgell Sud","Demogràfic","Població assignada total (n)",1886,1858,3744,3771014,3882239,7653253
"Alta Ribagorça","Demogràfic","Població assignada de 0-14 anys (n)",247,193,440,563490,531360,1094850
"Alta Ribagorça","Demogràfic","Població assignada de 15-54 anys (n)",959,897,1856,2090135,2009939,4100074
"Alta Ribagorça","Demogràfic","Població assignada de 55-64 anys (n)",265,247,512,485653,501618,987271
"Alta Ribagorça","Demogràfic","Població assignada de 65 anys o més (n)",324,367,691,631736,839322,1471058
"Alta Ribagorça","Demogràfic","Població assignada total (n)",1795,1704,3499,3771014,3882239,7653253
"Amposta","Demogràfic","Població assignada de 0-14 anys (n)",2174,1963,4137,563490,531360,1094850
"Amposta","Demogràfic","Població assignada de 15-54 anys (n)",7710,6835,14545,2090135,2009939,4100074
"Amposta","Demogràfic","Població assignada de 55-64 anys (n)",1818,1741,3559,485653,501618,987271
"Amposta","Demogràfic","Població assignada de 65 anys o més (n)",2544,2993,5537,631736,839322,1471058
"Amposta","Demogràfic","Població assignada total (n)",14246,13532,27778,3771014,3882239,7653253
"Anglès","Demogràfic","Població assignada de 0-14 anys (n)",929,866,1795,563490,531360,1094850
"Anglès","Demogràfic","Població assignada de 15-54 anys (n)",3142,2944,6086,2090135,2009939,4100074
"Anglès","Demogràfic","Població assignada de 55-64 anys (n)",850,796,1646,485653,501618,987271
"Anglès","Demogràfic","Població assignada de 65 anys o més (n)",1132,1374,2506,631736,839322,1471058
"Anglès","Demogràfic","Població assignada total (n)",6053,5980,12033,3771014,3882239,7653253
"Anoia Rural","Demogràfic","Població assignada de 0-14 anys (n)",767,736,1503,563490,531360,1094850
"Anoia Rural","Demogràfic","Població assignada de 15-54 anys (n)",2523,2202,4725,2090135,2009939,4100074
"Anoia Rural","Demogràfic","Població assignada de 55-64 anys (n)",625,578,1203,485653,501618,987271
"Anoia Rural","Demogràfic","Població assignada de 65 anys o més (n)",884,1038,1922,631736,839322,1471058
"Anoia Rural","Demogràfic","Població assignada total (n)",4799,4554,9353,3771014,3882239,7653253
"Aran","Demogràfic","Població assignada de 0-14 anys (n)",675,638,1313,563490,531360,1094850
"Aran","Demogràfic","Població assignada de 15-54 anys (n)",2690,2629,5319,2090135,2009939,4100074
"Aran","Demogràfic","Població assignada de 55-64 anys (n)",718,663,1381,485653,501618,987271
"Aran","Demogràfic","Població assignada de 65 anys o més (n)",671,756,1427,631736,839322,1471058
"Aran","Demogràfic","Població assignada total (n)",4754,4686,9440,3771014,3882239,7653253
"Arbúcies - Sant Hilari Sacalm","Demogràfic","Població assignada de 0-14 anys (n)",951,959,1910,563490,531360,1094850
"Arbúcies - Sant Hilari Sacalm","Demogràfic","Població assignada de 15-54 anys (n)",3436,2870,6306,2090135,2009939,4100074
"Arbúcies - Sant Hilari Sacalm","Demogràfic","Població assignada de 55-64 anys (n)",881,823,1704,485653,501618,987271
"Arbúcies - Sant Hilari Sacalm","Demogràfic","Població assignada de 65 anys o més (n)",1147,1346,2493,631736,839322,1471058
"Arbúcies - Sant Hilari Sacalm","Demogràfic","Població assignada total (n)",6415,5998,12413,3771014,3882239,7653253
"Arenys de Mar","Demogràfic","Població assignada de 0-14 anys (n)",1804,1628,3432,563490,531360,1094850
"Arenys de Mar","Demogràfic","Població assignada de 15-54 anys (n)",6461,6118,12579,2090135,2009939,4100074
"Arenys de Mar","Demogràfic","Població assignada de 55-64 anys (n)",1608,1682,3290,485653,501618,987271
"Arenys de Mar","Demogràfic","Població assignada de 65 anys o més (n)",2156,3048,5204,631736,839322,1471058
"Arenys de Mar","Demogràfic","Població assignada total (n)",12029,12476,24505,3771014,3882239,7653253
"Argentona","Demogràfic","Població assignada de 0-14 anys (n)",1349,1291,2640,563490,531360,1094850
"Argentona","Demogràfic","Població assignada de 15-54 anys (n)",4729,4540,9269,2090135,2009939,4100074
"Argentona","Demogràfic","Població assignada de 55-64 anys (n)",1187,1201,2388,485653,501618,987271
"Argentona","Demogràfic","Població assignada de 65 anys o més (n)",1415,1721,3136,631736,839322,1471058
"Argentona","Demogràfic","Població assignada total (n)",8680,8753,17433,3771014,3882239,7653253
"Artés","Demogràfic","Població assignada de 0-14 anys (n)",814,733,1547,563490,531360,1094850
"Artés","Demogràfic","Població assignada de 15-54 anys (n)",2892,2639,5531,2090135,2009939,4100074
"Artés","Demogràfic","Població assignada de 55-64 anys (n)",802,769,1571,485653,501618,987271
"Artés","Demogràfic","Població assignada de 65 anys o més (n)",1091,1353,2444,631736,839322,1471058
"Artés","Demogràfic","Població assignada total (n)",5599,5494,11093,3771014,3882239,7653253
"Artesa de Segre","Demogràfic","Població assignada de 0-14 anys (n)",306,272,578,563490,531360,1094850
"Artesa de Segre","Demogràfic","Població assignada de 15-54 anys (n)",1174,924,2098,2090135,2009939,4100074
"Artesa de Segre","Demogràfic","Població assignada de 55-64 anys (n)",286,234,520,485653,501618,987271
"Artesa de Segre","Demogràfic","Població assignada de 65 anys o més (n)",430,481,911,631736,839322,1471058
"Artesa de Segre","Demogràfic","Població assignada total (n)",2196,1911,4107,3771014,3882239,7653253
"Badalona 01 - Martí i Julià","Demogràfic","Població assignada de 0-14 anys (n)",921,878,1799,563490,531360,1094850
"Badalona 01 - Martí i Julià","Demogràfic","Població assignada de 15-54 anys (n)",3231,3223,6454,2090135,2009939,4100074
"Badalona 01 - Martí i Julià","Demogràfic","Població assignada de 55-64 anys (n)",793,849,1642,485653,501618,987271
"Badalona 01 - Martí i Julià","Demogràfic","Població assignada de 65 anys o més (n)",1125,1548,2673,631736,839322,1471058
"Badalona 01 - Martí i Julià","Demogràfic","Població assignada total (n)",6070,6498,12568,3771014,3882239,7653253
"Badalona 02 - Centre - Dalt la Vila","Demogràfic","Població assignada de 0-14 anys (n)",1128,1130,2258,563490,531360,1094850
"Badalona 02 - Centre - Dalt la Vila","Demogràfic","Població assignada de 15-54 anys (n)",4144,4308,8452,2090135,2009939,4100074
"Badalona 02 - Centre - Dalt la Vila","Demogràfic","Població assignada de 55-64 anys (n)",1089,1342,2431,485653,501618,987271
"Badalona 02 - Centre - Dalt la Vila","Demogràfic","Població assignada de 65 anys o més (n)",1735,2474,4209,631736,839322,1471058
"Badalona 02 - Centre - Dalt la Vila","Demogràfic","Població assignada total (n)",8096,9254,17350,3771014,3882239,7653253
"Badalona 03 - Progrés - Raval","Demogràfic","Població assignada de 0-14 anys (n)",1873,1726,3599,563490,531360,1094850
"Badalona 03 - Progrés - Raval","Demogràfic","Població assignada de 15-54 anys (n)",5918,5896,11814,2090135,2009939,4100074
"Badalona 03 - Progrés - Raval","Demogràfic","Població assignada de 55-64 anys (n)",1279,1388,2667,485653,501618,987271
"Badalona 03 - Progrés - Raval","Demogràfic","Població assignada de 65 anys o més (n)",1731,2277,4008,631736,839322,1471058
"Badalona 03 - Progrés - Raval","Demogràfic","Població assignada total (n)",10801,11287,22088,3771014,3882239,7653253
"Badalona 04 - Gorg","Demogràfic","Població assignada de 0-14 anys (n)",599,558,1157,563490,531360,1094850
"Badalona 04 - Gorg","Demogràfic","Població assignada de 15-54 anys (n)",2329,2311,4640,2090135,2009939,4100074
"Badalona 04 - Gorg","Demogràfic","Població assignada de 55-64 anys (n)",634,667,1301,485653,501618,987271
"Badalona 04 - Gorg","Demogràfic","Població assignada de 65 anys o més (n)",991,1311,2302,631736,839322,1471058
"Badalona 04 - Gorg","Demogràfic","Població assignada total (n)",4553,4847,9400,3771014,3882239,7653253
"Badalona 05 - Sant Roc","Demogràfic","Població assignada de 0-14 anys (n)",1543,1522,3065,563490,531360,1094850
"Badalona 05 - Sant Roc","Demogràfic","Població assignada de 15-54 anys (n)",5982,4273,10255,2090135,2009939,4100074
"Badalona 05 - Sant Roc","Demogràfic","Població assignada de 55-64 anys (n)",1011,974,1985,485653,501618,987271
"Badalona 05 - Sant Roc","Demogràfic","Població assignada de 65 anys o més (n)",972,1277,2249,631736,839322,1471058
"Badalona 05 - Sant Roc","Demogràfic","Població assignada total (n)",9508,8046,17554,3771014,3882239,7653253
"Badalona 06 - Llefià","Demogràfic","Població assignada de 0-14 anys (n)",1723,1599,3322,563490,531360,1094850
"Badalona 06 - Llefià","Demogràfic","Població assignada de 15-54 anys (n)",6596,6199,12795,2090135,2009939,4100074
"Badalona 06 - Llefià","Demogràfic","Població assignada de 55-64 anys (n)",1458,1760,3218,485653,501618,987271
"Badalona 06 - Llefià","Demogràfic","Població assignada de 65 anys o més (n)",2526,3239,5765,631736,839322,1471058
"Badalona 06 - Llefià","Demogràfic","Població assignada total (n)",12303,12797,25100,3771014,3882239,7653253
"Badalona 07A - Gran Sol","Demogràfic","Població assignada de 0-14 anys (n)",3179,2930,6109,563490,531360,1094850
"Badalona 07A - Gran Sol","Demogràfic","Població assignada de 15-54 anys (n)",5521,5217,10738,2090135,2009939,4100074
"Badalona 07A - Gran Sol","Demogràfic","Població assignada de 55-64 anys (n)",1099,1171,2270,485653,501618,987271
"Badalona 07A - Gran Sol","Demogràfic","Població assignada de 65 anys o més (n)",1617,2117,3734,631736,839322,1471058
"Badalona 07A - Gran Sol","Demogràfic","Població assignada total (n)",11416,11435,22851,3771014,3882239,7653253
"Badalona 07B - La Salut","Demogràfic","Població assignada de 0-14 anys (n)",35,24,59,563490,531360,1094850
"Badalona 07B - La Salut","Demogràfic","Població assignada de 15-54 anys (n)",5504,4711,10215,2090135,2009939,4100074
"Badalona 07B - La Salut","Demogràfic","Població assignada de 55-64 anys (n)",1029,956,1985,485653,501618,987271
"Badalona 07B - La Salut","Demogràfic","Població assignada de 65 anys o més (n)",1149,1630,2779,631736,839322,1471058
"Badalona 07B - La Salut","Demogràfic","Població assignada total (n)",7717,7321,15038,3771014,3882239,7653253
"Badalona 08 - Nova Lloreda","Demogràfic","Població assignada de 0-14 anys (n)",989,920,1909,563490,531360,1094850
"Badalona 08 - Nova Lloreda","Demogràfic","Població assignada de 15-54 anys (n)",3686,3550,7236,2090135,2009939,4100074
"Badalona 08 - Nova Lloreda","Demogràfic","Població assignada de 55-64 anys (n)",909,1027,1936,485653,501618,987271
"Badalona 08 - Nova Lloreda","Demogràfic","Població assignada de 65 anys o més (n)",1364,1714,3078,631736,839322,1471058
"Badalona 08 - Nova Lloreda","Demogràfic","Població assignada total (n)",6948,7211,14159,3771014,3882239,7653253
"Badalona 09 - Apenins - Montigalà","Demogràfic","Població assignada de 0-14 anys (n)",1329,1228,2557,563490,531360,1094850
"Badalona 09 - Apenins - Montigalà","Demogràfic","Població assignada de 15-54 anys (n)",5009,4676,9685,2090135,2009939,4100074
"Badalona 09 - Apenins - Montigalà","Demogràfic","Població assignada de 55-64 anys (n)",1260,1258,2518,485653,501618,987271
"Badalona 09 - Apenins - Montigalà","Demogràfic","Població assignada de 65 anys o més (n)",1518,1809,3327,631736,839322,1471058
"Badalona 09 - Apenins - Montigalà","Demogràfic","Població assignada total (n)",9116,8971,18087,3771014,3882239,7653253
"Badalona 10 - Nova Lloreda","Demogràfic","Població assignada de 0-14 anys (n)",851,820,1671,563490,531360,1094850
"Badalona 10 - Nova Lloreda","Demogràfic","Població assignada de 15-54 anys (n)",3185,3026,6211,2090135,2009939,4100074
"Badalona 10 - Nova Lloreda","Demogràfic","Població assignada de 55-64 anys (n)",672,744,1416,485653,501618,987271
"Badalona 10 - Nova Lloreda","Demogràfic","Població assignada de 65 anys o més (n)",1087,1424,2511,631736,839322,1471058
"Badalona 10 - Nova Lloreda","Demogràfic","Població assignada total (n)",5795,6014,11809,3771014,3882239,7653253
"Badalona 11 - Bufalà - Canyet","Demogràfic","Població assignada de 0-14 anys (n)",1687,1638,3325,563490,531360,1094850
"Badalona 11 - Bufalà - Canyet","Demogràfic","Població assignada de 15-54 anys (n)",6375,6241,12616,2090135,2009939,4100074
"Badalona 11 - Bufalà - Canyet","Demogràfic","Població assignada de 55-64 anys (n)",1588,1598,3186,485653,501618,987271
"Badalona 11 - Bufalà - Canyet","Demogràfic","Població assignada de 65 anys o més (n)",1641,2052,3693,631736,839322,1471058
"Badalona 11 - Bufalà - Canyet","Demogràfic","Població assignada total (n)",11291,11529,22820,3771014,3882239,7653253
"Badalona 12 - Morera - Pomar","Demogràfic","Població assignada de 0-14 anys (n)",850,775,1625,563490,531360,1094850
"Badalona 12 - Morera - Pomar","Demogràfic","Població assignada de 15-54 anys (n)",2931,2944,5875,2090135,2009939,4100074
"Badalona 12 - Morera - Pomar","Demogràfic","Població assignada de 55-64 anys (n)",782,774,1556,485653,501618,987271
"Badalona 12 - Morera - Pomar","Demogràfic","Població assignada de 65 anys o més (n)",1006,1370,2376,631736,839322,1471058
"Badalona 12 - Morera - Pomar","Demogràfic","Població assignada total (n)",5569,5863,11432,3771014,3882239,7653253
"Badia del Vallès","Demogràfic","Població assignada de 0-14 anys (n)",1081,1012,2093,563490,531360,1094850
"Badia del Vallès","Demogràfic","Població assignada de 15-54 anys (n)",4183,3950,8133,2090135,2009939,4100074
"Badia del Vallès","Demogràfic","Població assignada de 55-64 anys (n)",927,949,1876,485653,501618,987271
"Badia del Vallès","Demogràfic","Població assignada de 65 anys o més (n)",1191,1726,2917,631736,839322,1471058
"Badia del Vallès","Demogràfic","Població assignada total (n)",7382,7637,15019,3771014,3882239,7653253
"Baix Berguedà","Demogràfic","Població assignada de 0-14 anys (n)",796,725,1521,563490,531360,1094850
"Baix Berguedà","Demogràfic","Població assignada de 15-54 anys (n)",2816,2618,5434,2090135,2009939,4100074
"Baix Berguedà","Demogràfic","Població assignada de 55-64 anys (n)",888,857,1745,485653,501618,987271
"Baix Berguedà","Demogràfic","Població assignada de 65 anys o més (n)",1376,1781,3157,631736,839322,1471058
"Baix Berguedà","Demogràfic","Població assignada total (n)",5876,5981,11857,3771014,3882239,7653253
"Baix Penedès Interior","Demogràfic","Població assignada de 0-14 anys (n)",1238,1174,2412,563490,531360,1094850
"Baix Penedès Interior","Demogràfic","Població assignada de 15-54 anys (n)",4090,3657,7747,2090135,2009939,4100074
"Baix Penedès Interior","Demogràfic","Població assignada de 55-64 anys (n)",1012,886,1898,485653,501618,987271
"Baix Penedès Interior","Demogràfic","Població assignada de 65 anys o més (n)",1234,1483,2717,631736,839322,1471058
"Baix Penedès Interior","Demogràfic","Població assignada total (n)",7574,7200,14774,3771014,3882239,7653253
"Balaguer","Demogràfic","Població assignada de 0-14 anys (n)",2132,1986,4118,563490,531360,1094850
"Balaguer","Demogràfic","Població assignada de 15-54 anys (n)",7645,6318,13963,2090135,2009939,4100074
"Balaguer","Demogràfic","Població assignada de 55-64 anys (n)",2033,1754,3787,485653,501618,987271
"Balaguer","Demogràfic","Població assignada de 65 anys o més (n)",2593,3211,5804,631736,839322,1471058
"Balaguer","Demogràfic","Població assignada total (n)",14403,13269,27672,3771014,3882239,7653253
"Banyoles","Demogràfic","Població assignada de 0-14 anys (n)",2646,2456,5102,563490,531360,1094850
"Banyoles","Demogràfic","Població assignada de 15-54 anys (n)",8557,8034,16591,2090135,2009939,4100074
"Banyoles","Demogràfic","Població assignada de 55-64 anys (n)",2169,2009,4178,485653,501618,987271
"Banyoles","Demogràfic","Població assignada de 65 anys o més (n)",2712,3445,6157,631736,839322,1471058
"Banyoles","Demogràfic","Població assignada total (n)",16084,15944,32028,3771014,3882239,7653253
"Barberà del Vallès","Demogràfic","Població assignada de 0-14 anys (n)",2511,2359,4870,563490,531360,1094850
"Barberà del Vallès","Demogràfic","Població assignada de 15-54 anys (n)",8175,8033,16208,2090135,2009939,4100074
"Barberà del Vallès","Demogràfic","Població assignada de 55-64 anys (n)",1838,1924,3762,485653,501618,987271
"Barberà del Vallès","Demogràfic","Població assignada de 65 anys o més (n)",2354,3079,5433,631736,839322,1471058
"Barberà del Vallès","Demogràfic","Població assignada total (n)",14878,15395,30273,3771014,3882239,7653253
"Barcelona 01A - Barceloneta","Demogràfic","Població assignada de 0-14 anys (n)",649,665,1314,563490,531360,1094850
"Barcelona 01A - Barceloneta","Demogràfic","Població assignada de 15-54 anys (n)",5362,4844,10206,2090135,2009939,4100074
"Barcelona 01A - Barceloneta","Demogràfic","Població assignada de 55-64 anys (n)",903,895,1798,485653,501618,987271
"Barcelona 01A - Barceloneta","Demogràfic","Població assignada de 65 anys o més (n)",999,1554,2553,631736,839322,1471058
"Barcelona 01A - Barceloneta","Demogràfic","Població assignada total (n)",7913,7958,15871,3771014,3882239,7653253
"Barcelona 01B - Casc Antic","Demogràfic","Població assignada de 0-14 anys (n)",1490,1309,2799,563490,531360,1094850
"Barcelona 01B - Casc Antic","Demogràfic","Població assignada de 15-54 anys (n)",8615,8043,16658,2090135,2009939,4100074
"Barcelona 01B - Casc Antic","Demogràfic","Població assignada de 55-64 anys (n)",1185,1214,2399,485653,501618,987271
"Barcelona 01B - Casc Antic","Demogràfic","Població assignada de 65 anys o més (n)",1262,1764,3026,631736,839322,1471058
"Barcelona 01B - Casc Antic","Demogràfic","Població assignada total (n)",12552,12330,24882,3771014,3882239,7653253
"Barcelona 01C - Gòtic","Demogràfic","Població assignada de 0-14 anys (n)",479,472,951,563490,531360,1094850
"Barcelona 01C - Gòtic","Demogràfic","Població assignada de 15-54 anys (n)",6233,5405,11638,2090135,2009939,4100074
"Barcelona 01C - Gòtic","Demogràfic","Població assignada de 55-64 anys (n)",970,834,1804,485653,501618,987271
"Barcelona 01C - Gòtic","Demogràfic","Població assignada de 65 anys o més (n)",962,1141,2103,631736,839322,1471058
"Barcelona 01C - Gòtic","Demogràfic","Població assignada total (n)",8644,7852,16496,3771014,3882239,7653253
"Barcelona 01D - Raval Sud","Demogràfic","Població assignada de 0-14 anys (n)",2480,2289,4769,563490,531360,1094850
"Barcelona 01D - Raval Sud","Demogràfic","Població assignada de 15-54 anys (n)",13548,8217,21765,2090135,2009939,4100074
"Barcelona 01D - Raval Sud","Demogràfic","Població assignada de 55-64 anys (n)",1666,1151,2817,485653,501618,987271
"Barcelona 01D - Raval Sud","Demogràfic","Població assignada de 65 anys o més (n)",1355,1459,2814,631736,839322,1471058
"Barcelona 01D - Raval Sud","Demogràfic","Població assignada total (n)",19049,13116,32165,3771014,3882239,7653253
"Barcelona 01E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 0-14 anys (n)",925,861,1786,563490,531360,1094850
"Barcelona 01E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 15-54 anys (n)",7909,6539,14448,2090135,2009939,4100074
"Barcelona 01E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 55-64 anys (n)",1189,1248,2437,485653,501618,987271
"Barcelona 01E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada de 65 anys o més (n)",1007,1570,2577,631736,839322,1471058
"Barcelona 01E - Raval Nord - Dr. Sayé","Demogràfic","Població assignada total (n)",11030,10218,21248,3771014,3882239,7653253
"Barcelona 02A - Sant Antoni","Demogràfic","Població assignada de 0-14 anys (n)",1712,1525,3237,563490,531360,1094850
"Barcelona 02A - Sant Antoni","Demogràfic","Població assignada de 15-54 anys (n)",9702,9492,19194,2090135,2009939,4100074
"Barcelona 02A - Sant Antoni","Demogràfic","Població assignada de 55-64 anys (n)",1972,2257,4229,485653,501618,987271
"Barcelona 02A - Sant Antoni","Demogràfic","Població assignada de 65 anys o més (n)",2788,4291,7079,631736,839322,1471058
"Barcelona 02A - Sant Antoni","Demogràfic","Població assignada total (n)",16174,17565,33739,3771014,3882239,7653253
"Barcelona 02B - Via Roma","Demogràfic","Població assignada de 0-14 anys (n)",1025,925,1950,563490,531360,1094850
"Barcelona 02B - Via Roma","Demogràfic","Població assignada de 15-54 anys (n)",7818,8048,15866,2090135,2009939,4100074
"Barcelona 02B - Via Roma","Demogràfic","Població assignada de 55-64 anys (n)",1585,2039,3624,485653,501618,987271
"Barcelona 02B - Via Roma","Demogràfic","Població assignada de 65 anys o més (n)",2523,3705,6228,631736,839322,1471058
